"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2985","RT @nvidia: Lawrence Livermore National Lab's Brian van Essen talks on CANDLE, using scalable #deeplearning for precision medicine. #SC16 #…",FALSE,0,NA,2016-11-16 21:57:37,FALSE,NA,"799008548252360704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NVIDIATesla",13,TRUE,FALSE,NA,NA
"2986","STULZ and CoolIT Systems are showing the latest in liquid cooling, Chip To Atmosphere Solutions, and Micro Data Cen… https://t.co/Il3m1pt8IX",FALSE,1,NA,2016-11-16 21:57:35,TRUE,NA,"799008539461218304",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","STULZ_USA",0,FALSE,FALSE,NA,NA
"2987","RT @OpenPOWERorg: #HPCmatters around the globe! See how @e4company is showcasing this at #SC16 and #PRACE https://t.co/uRptQCZwKH https://t…",FALSE,0,NA,2016-11-16 21:57:14,FALSE,NA,"799008452639158273",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IBMPowerSystems",13,TRUE,FALSE,NA,NA
"2988","RT @doecsgf: .@doecsgf alumnus  Tim Germann gives the lowdown on preparing for #exascale with co-design at #SC16. #HPC @exascaleproject @LA…",FALSE,0,NA,2016-11-16 21:56:35,FALSE,NA,"799008287773470721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MLKing31",2,TRUE,FALSE,NA,NA
"2989","Great to be a part of this at #SC16 with #LCS_fast https://t.co/8QF1SXcPwK",FALSE,2,NA,2016-11-16 21:56:33,FALSE,NA,"799008280517443585",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ElementalCars",1,FALSE,FALSE,NA,NA
"2990","RT @doecsgf: More @doecsgf alums at #SC16: E. Martin @Stanford &amp; @samskillman @DescartesLabs , T. Epperly @Livermore_Lab &amp; D. Matthews @UTA…",FALSE,0,NA,2016-11-16 21:56:31,FALSE,NA,"799008271881228288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MLKing31",1,TRUE,FALSE,NA,NA
"2991","RT @OpenPOWERorg: #HPCmatters around the globe! See how @e4company is showcasing this at #SC16 and #PRACE https://t.co/uRptQCZwKH https://t…",FALSE,0,NA,2016-11-16 21:56:20,FALSE,NA,"799008227245424640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","e4company",13,TRUE,FALSE,NA,NA
"2992","Spectra offers high performance, cost-effective, scalable solutions for #HPC #storage. Attending #SC16? Stop by Boo… https://t.co/uZc5He0rcE",FALSE,1,NA,2016-11-16 21:56:11,TRUE,NA,"799008185906581504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","spectralogic",1,FALSE,FALSE,NA,NA
"2993","RT @cyclecomputing: Have you stopped by our booth yet? Visit #3621 at #SC16 for an awesome demo with the @cyclecomputing team! https://t.co…",FALSE,0,NA,2016-11-16 21:55:23,FALSE,NA,"799007984714207241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ceep757",2,TRUE,FALSE,NA,NA
"2994","Congrats to today's Oculus winner David Swanson! #SC16 #HPCMatters https://t.co/owP8456KJ7",FALSE,0,NA,2016-11-16 21:55:07,FALSE,NA,"799007920088350720",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ddn_limitless",0,FALSE,FALSE,NA,NA
"2995","RT @cyclecomputing: Join @FriedmanRick at the Nice booth (3618) at 11:30 for ""lessons learned from nine years in the #cloud"" #sc16 https://…",FALSE,0,NA,2016-11-16 21:55:03,FALSE,NA,"799007902166089728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ceep757",1,TRUE,FALSE,NA,NA
"2996","RT @OpenPOWERorg: #HPCmatters around the globe! See how @e4company is showcasing this at #SC16 and #PRACE https://t.co/uRptQCZwKH https://t…",FALSE,0,NA,2016-11-16 21:54:53,FALSE,NA,"799007861837733888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IBMSystems",13,TRUE,FALSE,NA,NA
"2997","RT @cyclecomputing: Great conversations happening at #sc16 https://t.co/HbXIb7cXeP",FALSE,0,NA,2016-11-16 21:54:53,FALSE,NA,"799007859489067009",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ceep757",2,TRUE,FALSE,NA,NA
"2998","RT @cyclecomputing: Check out @David_Hinz presenting #HPC at @WesternDigital on Thursday at 10:30 AM. #SC16 https://t.co/2AViKdTzMI https:/…",FALSE,0,NA,2016-11-16 21:54:35,FALSE,NA,"799007784842956800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ceep757",6,TRUE,FALSE,NA,NA
"2999","RT @NVIDIATesla: Look out for the raining NVIDIA P100s  at #SC16 to see first hand how #HPCMeetsAI. @_OneStopSystems https://t.co/bjLMBkVBQi",FALSE,0,NA,2016-11-16 21:54:29,FALSE,NA,"799007761761603584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GameTekTherapy",30,TRUE,FALSE,NA,NA
"3000","#HPCmatters around the globe! See how @e4company is showcasing this at #SC16 and #PRACE https://t.co/uRptQCZwKH https://t.co/Szit8AU1om",FALSE,11,NA,2016-11-16 21:54:17,FALSE,NA,"799007710108729344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OpenPOWERorg",13,FALSE,FALSE,NA,NA
"3001","What's @OpenMP_ARB? Preview of #SC16 https://t.co/rvDdimmScM https://t.co/wNj6jK06jZ",FALSE,1,NA,2016-11-16 21:54:01,FALSE,NA,"799007642966495233",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","TrilogyTechTalk",0,FALSE,FALSE,NA,NA
"3002","RT @nvidia: Lawrence Livermore National Lab's Brian van Essen talks on CANDLE, using scalable #deeplearning for precision medicine. #SC16 #…",FALSE,0,NA,2016-11-16 21:52:58,FALSE,NA,"799007379157295104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GhaboTp",13,TRUE,FALSE,NA,NA
"3003","RT @nvidia: Lawrence Livermore National Lab's Brian van Essen talks on CANDLE, using scalable #deeplearning for precision medicine. #SC16 #…",FALSE,0,NA,2016-11-16 21:52:55,FALSE,NA,"799007363906707456",NA,"<a href=""http://www.itknowingness.com"" rel=""nofollow"">ttools it knowingness</a>","itknowingness",13,TRUE,FALSE,NA,NA
"3004","We're wrapping up our #SC16 visit with another trip around the huge exhibit hall. Look for our wrapup blog post on… https://t.co/fximotJtKW",FALSE,1,NA,2016-11-16 21:52:54,TRUE,NA,"799007360043728896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DEeditor",0,FALSE,FALSE,NA,NA
"3005","Lawrence Livermore National Lab's Brian van Essen talks on CANDLE, using scalable #deeplearning for precision medic… https://t.co/hE2hgXRiw9",FALSE,42,NA,2016-11-16 21:52:53,TRUE,NA,"799007358395547648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nvidia",13,FALSE,FALSE,NA,NA
"3006","Join us for a sample of our home-brewed HPC on booth 4264 #SC16 #HPC #HPCMatters #XeonPhi #Cloud https://t.co/fzOfwPKcCv",FALSE,1,NA,2016-11-16 21:52:36,FALSE,NA,"799007287167873024",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","BIOS_IT",0,FALSE,FALSE,NA,NA
"3007","Great turn out during @andreazonca's #lightningtutorial! Thank you @AeonComputing for sponsoring!! #SC16… https://t.co/ndnyDpk6yo",FALSE,1,NA,2016-11-16 21:51:59,TRUE,NA,"799007132917993472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SDSC_UCSD",0,FALSE,FALSE,NA,NA
"3008","RT @IntelHPC: Check out the Intel Community Hub session schedule on the Intel #SC16 website + all of the Learning Zone activities. https://…",FALSE,0,NA,2016-11-16 21:51:22,FALSE,NA,"799006976457871360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pamith",4,TRUE,FALSE,NA,NA
"3009","Next up? @UniSouthDenmark. Danish HPC infrastructure discussion impending at #SC16. #LenovoAtSC16 https://t.co/4BnlTLUXOP",FALSE,4,NA,2016-11-16 21:51:14,FALSE,NA,"799006943075586052",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","LenovoServers",1,FALSE,FALSE,NA,NA
"3010","Garrison Vaughan talks about how @NASA_NCCS worked with @cyclecomputing, @awscloud, and @intel to count trees from… https://t.co/kCZLPBv8Mj",FALSE,4,NA,2016-11-16 21:50:17,TRUE,NA,"799006701961654272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cyclecomputing",6,FALSE,FALSE,NA,NA
"3011","RT @alcesflight: Single moose remaining for today @BeeGFS booth party. Come on by #SC16 booth 1243. https://t.co/pTJbbDL4mS",FALSE,0,NA,2016-11-16 21:50:06,FALSE,NA,"799006656377958400",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","mooseblogger",2,TRUE,FALSE,NA,NA
"3012","RT @IntelHPC: Hear how #Intel describes how the company is optimizing #MachineLearning frameworks for Intel platforms  #SC16   https://t.co…",FALSE,0,NA,2016-11-16 21:50:04,FALSE,NA,"799006648723324928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pamith",24,TRUE,FALSE,NA,NA
"3013","RT @alcesflight: What is the moose up to tomorrow at #SC16?  We've got a whole herd of moose to give away at booth 3618 at 4:30 PM thanks t…",FALSE,0,NA,2016-11-16 21:49:48,FALSE,NA,"799006582772113408",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","mooseblogger",2,TRUE,FALSE,NA,NA
"3014","RT @nvidia: Stop by Booth 2217 now at #SC16 to hear Bill Dally, our Chief Scientist &amp; SVP of Research speak on the convergence of #HPC &amp; #d…",FALSE,0,NA,2016-11-16 21:49:38,FALSE,NA,"799006540447567872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GameTekTherapy",17,TRUE,FALSE,NA,NA
"3015","RT @HPC_Guru: Intel Unveils #FPGA to Accelerate Neural Networks

https://t.co/HyDaK83Nrs #SC16 #AI https://t.co/Jz22OgzM8n",FALSE,0,NA,2016-11-16 21:49:31,FALSE,NA,"799006508507770880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pamith",43,TRUE,FALSE,NA,NA
"3016","RT @IntelSWevents: Hear from industry thought leaders at the #Intel Community Hub at #SC16 booth 1819. https://t.co/WH3QxISfkE",FALSE,0,NA,2016-11-16 21:49:19,FALSE,NA,"799006460025782273",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pamith",4,TRUE,FALSE,NA,NA
"3017","RT @nvidia: .@GoogleCloud Platform announces NVIDIA Tesla P100 GPUs for #AI &amp; #deeplearning in the cloud. https://t.co/wvHSJFKdat  #SC16 ht…",FALSE,0,NA,2016-11-16 21:49:13,FALSE,NA,"799006434205675520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pamith",43,TRUE,FALSE,NA,NA
"3018","RT @alcesflight: Good morning #SC16 attendees! One of our moose is out visiting his American cousins at the gift shop. See you @BeeGFS boot…",FALSE,0,NA,2016-11-16 21:49:08,FALSE,NA,"799006413682974720",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","mooseblogger",2,TRUE,FALSE,NA,NA
"3019","RT @Asetek: Visit booth 2301 at #SC16 and see Asetek’s new InRackCDU technology. #HPC https://t.co/M0nzamxNGG",FALSE,0,NA,2016-11-16 21:48:47,FALSE,NA,"799006325753737216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RingMaster258",1,TRUE,FALSE,NA,NA
"3020","Congrats to Marc Lyonnais and the entire SCinet team on their huge efforts to be ready for #SC16 this week… https://t.co/CNFXtgFd7i",FALSE,2,NA,2016-11-16 21:48:25,TRUE,NA,"799006232627572737",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Ciena",0,FALSE,FALSE,NA,NA
"3021","RT @RescaleInc: Want a live demo &amp; $50 to try Rescale? Visit @nvidia booth 2231 all day &amp; @Microsoft @Azure booth 1501 from 4-6 today #SC16…",FALSE,0,NA,2016-11-16 21:48:08,FALSE,NA,"799006162918121473",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_ksasaki",4,TRUE,FALSE,NA,NA
"3022","sitspak: https://t.co/9jNq1ItqHZ OpenStack: RT n_gerasimatos: At #SC16? Head to the Indian University booth (Booth 1000) for a talk about …",FALSE,1,NA,2016-11-16 21:48:02,FALSE,NA,"799006136448012288",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Suleman_Hasib",0,FALSE,FALSE,NA,NA
"3023","RT @LBNLcs: Come see the D-Wave Quantum Processor in @ENERGY's #SC16 Booth 1030 &amp; stay for our program: https://t.co/NXNXlsjghB #QuantumCom…",FALSE,0,NA,2016-11-16 21:47:39,FALSE,NA,"799006038380937216",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","49Watch",10,TRUE,FALSE,NA,NA
"3024","RT @nvidia: At Supercomputing 2016? You could win an @nvidiashield! Tweet us a photo/video with your NVIDIA scarf using #SC16 #HPCMeetsAI t…",FALSE,0,NA,2016-11-16 21:47:34,FALSE,NA,"799006019879915529",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GameTekTherapy",18,TRUE,FALSE,NA,NA
"3025","join us for our #hpc workshop @ the @GrandAmerica riviera mtg room @Supercomputing #sc16 https://t.co/i8Haf6LlxC",FALSE,1,NA,2016-11-16 21:47:22,FALSE,NA,"799005968856035328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","InspurSystems",1,FALSE,FALSE,NA,NA
"3026","RT @ProfMatsuoka: Bill Camp giving his Cray Award recipient talk at #SC16, paying tribute to Seymour Cray and other people such as Bill Bla…",FALSE,0,NA,2016-11-16 21:47:15,FALSE,NA,"799005939147780096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_ksasaki",7,TRUE,FALSE,NA,NA
"3027","RT @HPC_Guru: .@mellanoxtech: Meet the ConnectX-6, the world's first 200Gb Ethernet at the #Mellanox #SC16 booth: 2631.  

https://t.co/PzW…",FALSE,0,NA,2016-11-16 21:47:02,FALSE,NA,"799005885754462209",NA,"<a href=""http://i.dontca.re"" rel=""nofollow"">Readerfilter</a>","pldrnt",4,TRUE,FALSE,NA,NA
"3028","RT @OLCFGOV: OLCF and @generalelectric receive 2016 @HPCwire Readers’ Choice Award #SC16 #hpcmatters https://t.co/jo87gnNsax https://t.co/w…",FALSE,0,NA,2016-11-16 21:46:48,FALSE,NA,"799005825096257536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChrisMustain",10,TRUE,FALSE,NA,NA
"3029","#Technical #Expert Sebastian Jourdain is demoing ParaViewWeb, a #JavaScript library, at #SC16 booth 3437! https://t.co/gR0VgKiS3z",FALSE,3,NA,2016-11-16 21:46:28,FALSE,NA,"799005742196019201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kitware",1,FALSE,FALSE,NA,NA
"3030","RT @NCSAatIllinois: #SC16 celebrate 30 years of NCSA with us from 4:00-6:00pm. Acting director Bill Gropp will kick it off at 4pm! #ncsa30…",FALSE,0,NA,2016-11-16 21:46:08,FALSE,NA,"799005658813173760",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","IllinoisCS",2,TRUE,FALSE,NA,NA
"3031","RT @ZayoGroup: Great to join @Infinera @Ciena @JuniperNetworks &amp; others in bringing the world's strongest network to #SC16 and #SLC https:/…",FALSE,0,NA,2016-11-16 21:46:07,FALSE,NA,"799005655562645504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ciena",6,TRUE,FALSE,NA,NA
"3032","RT @OpenPOWERorg: Members @IBM and @NVIDIA have released the new Power server update with advanced AI capabilities! #SC16 #HPCMatters: http…",FALSE,0,NA,2016-11-16 21:46:06,FALSE,NA,"799005651607441411",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bob_ibm",19,TRUE,FALSE,NA,NA
"3033","RT @NVIDIATesla: Look out for the raining NVIDIA P100s  at #SC16 to see first hand how #HPCMeetsAI. @_OneStopSystems https://t.co/bjLMBkVBQi",FALSE,0,NA,2016-11-16 21:45:49,FALSE,NA,"799005578693660672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AchwaqKhalid",30,TRUE,FALSE,NA,NA
"3034","High-Performance Design of Memcached over RDMA-enabled Interconnects is easily configurable for native InfiniBand. -Dr. Panda of OSU #SC16",FALSE,3,NA,2016-11-16 21:45:26,FALSE,NA,"799005483218501632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mellanoxtech",0,FALSE,FALSE,NA,NA
"3035","RT @KAUST_News: Thanks to Thomas Schulthess of @ETH_en for stopping by #KAUST #SC16 booth (517) we'll see you in March for @HPCSaudi https:…",FALSE,0,NA,2016-11-16 21:45:24,FALSE,NA,"799005474137968640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MomaizCool7",6,TRUE,FALSE,NA,NA
"3036","RT @KAUST_News: #KAUST @cray_inc XC40 supercomputer Shaheen ranked 15th in the world by @top500supercomp #HPCmatters #SC16 https://t.co/xD7…",FALSE,0,NA,2016-11-16 21:45:15,FALSE,NA,"799005435961475072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MomaizCool7",13,TRUE,FALSE,NA,NA
"3037","RT @Supercomputing: Did you miss the #SC16 keynote? Get a recap of Katharine Frase's talk here: https://t.co/NvZrWgisFm",FALSE,0,NA,2016-11-16 21:45:06,FALSE,NA,"799005399219314689",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ddn_limitless",1,TRUE,FALSE,NA,NA
"3038","RT @SUSE: Containers, Ceph, #Storage, Oh my! The fun continues at #SC16. Swing by booth 4427 to learn more https://t.co/EczVgeA2sb",FALSE,0,NA,2016-11-16 21:45:05,FALSE,NA,"799005394014191616",NA,"<a href=""http://dustcloud.io"" rel=""nofollow"">Dustcloud.io</a>","HokstadConsult",4,TRUE,FALSE,NA,NA
"3039","RT @DellServers: Check out the performance results from #DellEMC #PowerEdge C4130 helping run deep learning frameworks #SC16  https://t.co/…",FALSE,0,NA,2016-11-16 21:44:20,FALSE,NA,"799005206495297536",NA,"<a href=""http://outpark.github.io"" rel=""nofollow"">nlp_twitter_bot</a>","nlp_stories",2,TRUE,FALSE,NA,NA
"3040","RT @glennklockwood: Two diff transactional object stores being presented back-to-back in 355-BC. Great stuff; points to the future #SC16 ht…",FALSE,0,NA,2016-11-16 21:43:54,FALSE,NA,"799005097833267200",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","adrianjhpc",1,TRUE,FALSE,NA,NA
"3041","RT @nvidia: .@GoogleCloud Platform announces NVIDIA Tesla P100 GPUs for #AI &amp; #deeplearning in the cloud. https://t.co/wvHSJFKdat  #SC16 ht…",FALSE,0,NA,2016-11-16 21:43:32,FALSE,NA,"799005002861842432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GameTekTherapy",43,TRUE,FALSE,NA,NA
"3042","RT @insideHPC: Couldn’t make it #SC16? With our Livestream, you can watch all the Nvidia SC16 Theater talks this week https://t.co/CGnI4mT9…",FALSE,0,NA,2016-11-16 21:43:04,FALSE,NA,"799004887057125378",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MANGOSOFT1",5,TRUE,FALSE,NA,NA
"3043","RT @HPCwire: We're keeping an eye on @FujitsuOfficial in 2017 and so should you! #HPCwireAwards #HPCMatters #HPC #SC16 https://t.co/2gBIaxf…",FALSE,0,NA,2016-11-16 21:43:04,FALSE,NA,"799004884947193856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","boo_aboutme",3,TRUE,FALSE,NA,NA
"3044","RT @DellServers: Check out the performance results from #DellEMC #PowerEdge C4130 helping run deep learning frameworks #SC16  https://t.co/…",FALSE,0,NA,2016-11-16 21:42:57,FALSE,NA,"799004859374718978",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaimeerubio",2,TRUE,FALSE,NA,NA
